"ENTREZID","spearman.rho","spearman.FDR","pearson.cor","pearson.FDR"
"8110",-0.132645104324956,0.0116375213398303,-0.134417695769549,0.0153185735347456
"1801",0.218037192963676,1.43762307544861e-05,0.225906439721678,1.50346086851199e-05
"1802",0.0399815778904713,0.510712118688357,-0.0135586431670498,0.859920975399584
"285381",0.0649652310721675,0.256666326231998,0.0786473986422766,0.188983296656652
"100132911",0.110295972108685,0.0397946253451903,0.047269577289992,0.465745616501308
"51611",0.300661067392704,7.74370701388537e-10,0.246179993548995,1.94900033883288e-06
"8813",0.0465087558684276,0.435745943202945,0.0113352418273488,0.88503129902103
"8818",-0.00865458263905811,0.901235626549226,-0.0422603746091449,0.521851080096627
"54344",0.0964599498854182,0.0771122339855887,0.096415268100835,0.0970613129346554
"57628",0.2054663037586,4.80093266280357e-05,0.101284027799564,0.0790001015137822
"10072",-0.0519166221814069,0.377307125719916,-0.0886758163825314,0.131687431466433
"1803",-0.230519132417712,4.07193944854124e-06,-0.0577511676974477,0.359041331431386
"1804",-0.0632202828591257,0.270925482629569,-0.0023618031490703,0.976654001481573
"29952",0.0691694472888406,0.223622393818929,-0.0297790727810082,0.668017577450325
"54878",0.02609051330121,0.683572496865366,0.0416844706736576,0.528964583057106
"91039",-0.0609943758424616,0.290199736412073,-0.0673816214148525,0.271600407013649
"151871",-0.0436644781504029,0.467204546642237,-0.0202020616927388,0.782497236704239
"359787",-0.0590991509051981,0.307500189677628,0.0550130676262726,0.385215704074631
"55211",-0.147405848139953,0.00459413555584879,-0.0564414447108817,0.371476901153346
"340168",0.134550844952125,0.0104034435644865,0.0706704982622516,0.246576536558577
"503834",0.0314568066226064,0.615326044995554,0.0648626621903556,0.292982602964631
"503645",-0.0215714950542458,0.740428397207799,-0.0206025915848446,0.777758161094377
"1805",-0.168776437632547,0.00100540126061171,-0.137416965218389,0.012962428711971
"23333",-0.10310505056122,0.0566805239566862,-0.12228074965415,0.0292248967877236
"283417",0.106977319641995,0.0469994826355905,0.129303654785546,0.0202716121898351
"554236",0.0900168158296337,0.101853244644741,-0.0172001409816294,0.816368323085537
"349152",0.216090865427277,1.74288189165373e-05,0.13907341108267,0.0118043350444094
"442523",0.131099550661941,0.0127799978958287,0.096633870124585,0.0962343486971731
"147991",-0.0527279206392356,0.368693702123538,-0.0624929228190455,0.314595836933327
"286148",0.0556564279389901,0.339970389511774,0.112107006370538,0.0484007616349951
"84661",0.047544850297124,0.423694062265718,0.051630904021158,0.419831588437528
"1806",-0.325478912578366,2.01863781494837e-11,-0.233254336379655,7.45322607490085e-06
"1807",-0.175268070391161,0.000614280940094725,-0.0676330529923385,0.269576264646008
"1808",-0.00758637300291701,0.913598501231693,-0.00201198515965991,0.979611444859287
"1809",-0.361406250660236,5.02148100880904e-14,-0.321261862016095,1.22318570116521e-10
"10570",0.0282208478350585,0.656884695064799,0.0188481412551048,0.797387808684731
"56896",-0.0367369935757212,0.550093264093255,-0.0677139582044809,0.268876996593294
"165545",-0.0978233715812237,0.0724951716290355,-0.0752003897906941,0.212482655967324
"1810",-0.116821966943024,0.0284002057986761,-0.115156497391247,0.0417925890643509
"55332",-0.0956652744728398,0.0798074668845077,-0.0586898910851584,0.350168224890005
"128338",0.159652888208425,0.00197549137949875,0.155017379742249,0.00444601763587307
"10589",-0.188922846361763,0.00020431681294238,-0.190935935044469,0.000328562913996633
"1812",-0.134957635169928,0.0101383722141711,-0.0964471306963815,0.0969339358980726
"1813",-0.0494046936616433,0.403822971103284,0.11072138355814,0.0515457781752848
"1814",-0.0530870393648786,0.365192219986738,-0.0276566479027375,0.693216524324279
"1815",0.12536417477116,0.01778690863048,0.129874478183994,0.0196365300093063
"1816",-0.0983672737398406,0.0707849122523008,-0.0571127128813377,0.365349418043395
"4733",0.049683806276684,0.400572626839721,0.0359805689377669,0.594772640191557
"1819",0.0698841786941194,0.218503559104122,0.0458998591033912,0.480848926972399
"644168",-0.00181558188879709,0.97988863302425,0.00519980942717756,0.949958863546803
"1821",-0.104189257901357,0.0537965368918245,-0.145317554573103,0.00818620987428841
"1823",0.00598356550973306,0.93186676679076,-0.0607692438503743,0.330090960900439
"1824",-0.206690395268553,4.2998352127695e-05,-0.0797939444179702,0.181401903977842
"1825",-0.0985696942271843,0.0701271763994164,-0.0665951284802011,0.278114696381126
"1826",-0.155229941237742,0.00269749922544901,-0.111055461313543,0.0507476203865
"57453",-0.241622786386926,1.23265210987253e-06,-0.079018645173464,0.186523789057756
"79075",0.0196062103770143,0.766531487060056,-0.0379233935527073,0.572589025136577
"259234",0.0251021295701099,0.696284048987666,-0.0154646640948345,0.837354507309934
"10311",0.137175977114623,0.00885567518992403,0.0982113751641764,0.0900830567705729
"10281",-0.015763860485602,0.815845490057716,-0.0564447977579607,0.371476901153346
"53820",-0.134554923439246,0.0104020377478374,-0.0985605586188147,0.0887686617076771
"84677",0.0244361628830918,0.704881429932389,-0.0169586484770338,0.819141492396898
"257203",0.143764223271562,0.00583130610031291,0.125239505462764,0.0250387009454034
"29940",-0.29767346082175,1.17495099303131e-09,-0.290440300039743,1.03157574714175e-08
"92126",-0.0137177610979573,0.841328312412503,-0.142794898923829,0.0095066578015259
"1828",-0.0644792979932854,0.260930407008548,-0.0755085701717025,0.210257977978747
"1829",0.0911981748939235,0.0968358991730783,0.109384566658021,0.0548848250967537
"1830",-0.0566753931584764,0.330275176082395,-0.0713339860976224,0.241349383216903
"147409",-0.0152710985273571,0.821937555867359,-0.0115648211925157,0.882663772203575
"79980",0.0526567066634928,0.369388218708461,0.0353358838096448,0.602667630993044
"1832",0.000735182907946722,0.992122084514508,-0.0586974635235203,0.350097200588433
"1834",-0.05183151464323,0.378282939905272,-0.0315131899905944,0.646905875246863
"667",0.0643965915435261,0.261552249338618,0.0545922230759583,0.389302775318208
"11034",-0.0107129144347743,0.877105945281966,-0.0506717618949965,0.429762095191394
"25778",0.0712878377065043,0.208553243367895,0.0174272293791964,0.814126553022843
"92675",-0.0786643435736289,0.160072133009636,-0.093332159862912,0.109830682428695
"401124",-0.126616923641818,0.0165737796279776,-0.085569315761191,0.148087579234562
"51514",0.0370188162085037,0.546551529208549,0.00589959308128186,0.943106542024995
"1837",0.0830785959466064,0.135280618058471,0.0922784149416933,0.114340423543789
"1838",-0.0145948648751431,0.830453543593342,-0.0230771455784499,0.747732106720631
"84062",0.457126961166129,7.9920014012218e-23,0.361210938778193,1.58349620850561e-13
"56986",0.103685914816479,0.0551333762792484,0.0677529749632899,0.268649697620524
"285605",0.239024307657455,1.63135145217118e-06,0.203260348806641,0.000117770623657402
"1840",-0.26097860794646,1.31797872005843e-07,-0.139323794338255,0.0116438230869875
"113878",-0.201869597910614,6.6187321348164e-05,-0.171947763640453,0.00136795655727744
"196403",-0.0406094879664438,0.503163680672642,0.0146154248736358,0.847682162746306
"151636",-0.0929257899364002,0.0900801015103745,-0.0622561257008233,0.316709863333602
"23220",-0.0832055326950612,0.134596726738459,-0.0957730157882166,0.0996518816672996
"1841",-0.097289502558548,0.0743432242128543,-0.131372830173044,0.01814749513158
"23399",-0.140344886354833,0.00726802641188234,-0.125279416058359,0.0250162033573275
"53905",-0.0993687449552658,0.067638147136257,-0.0688460416601085,0.260255971758431
"50506",-0.0583552019243646,0.314737021455816,-0.0545585216213403,0.389717912085434
"90527",-0.054995043191449,0.346283341895722,-0.0755936660453577,0.209606954316772
"405753",-0.011810591987444,0.863645200230681,-0.0861632885602649,0.144916276337869
"338599",-0.117385680067494,0.0275623135635418,-0.115888064609459,0.0403240781327392
"64118",0.178517267558062,0.000476771770037277,0.089704233963251,0.126501093049459
"54920",0.0330792861136973,0.594750404484411,-0.0277788093260373,0.692059701089619
"56931",0.131875944578174,0.0121992344772001,0.101060475650295,0.0798228855186814
"11062",0.0889028174310854,0.106755705061317,0.0931417655554612,0.11068899791083
"11221",0.0358260947951542,0.561125435894597,0.0346569852462813,0.60989153471438
"1843",-0.203999701397095,5.47531530891678e-05,-0.158776197886954,0.00346125452605446
"8446",-0.0935411910030382,0.0877178007205423,-0.0892583192264883,0.128847026249822
"11266",-0.00446253589925251,0.948792214080633,-0.0381520658217911,0.569777048462482
"51207",-0.0240541090493252,0.709881168914476,0.00239634424045247,0.97618358922905
"11072",-0.101862183491485,0.0601140044115402,-0.076796480255146,0.201450101701708
